Date,Location,Rainfall
2014-12-11,Albury,1.4
2014-12-12,Albury,0.0
2014-12-13,Albury,0.0
2014-12-14,Albury,0.0
2014-12-15,Albury,0.0
2014-12-16,Albury,0.4
2014-12-17,Albury,0.0
2014-12-18,Albury,0.0
2014-12-19,Albury,0.0
2014-12-20,Albury,0.0
2014-12-21,Albury,0.0
2014-12-22,Albury,0.0
2014-12-23,Albury,0.6
2014-12-24,Albury,0.4
2014-12-25,Albury,0.0
2014-12-26,Albury,0.0
2014-12-27,Albury,0.0
2014-12-28,Albury,0.0
2014-12-29,Albury,0.0
2014-12-30,Albury,1.4
2014-12-31,Albury,0.0
2015-01-01,Albury,0.0
2015-01-02,Albury,0.0
2015-01-03,Albury,0.0
2015-01-04,Albury,0.0
2015-01-05,Albury,0.0
2015-01-06,Albury,0.0
2015-01-07,Albury,0.0
2015-01-08,Albury,0.0
2015-01-09,Albury,5.4
2015-01-10,Albury,7.0
2015-01-11,Albury,12.6
2015-01-12,Albury,0.2
2015-01-13,Albury,0.0
2015-01-14,Albury,46.8
2015-01-15,Albury,0.4
2015-01-16,Albury,0.0
2015-01-17,Albury,0.0
2015-01-18,Albury,0.0
2015-01-19,Albury,0.0
2015-01-20,Albury,0.0
2015-01-21,Albury,8.4
2015-01-22,Albury,0.0
2015-01-23,Albury,0.0
2015-01-24,Albury,15.8
2015-01-25,Albury,0.2
2015-01-26,Albury,0.0
2015-01-27,Albury,0.0
2015-01-28,Albury,0.0
2015-01-29,Albury,0.0
2015-01-30,Albury,0.0
2015-01-31,Albury,0.0
2015-02-01,Albury,0.0
2015-02-02,Albury,0.0
2015-02-03,Albury,0.0
2015-02-04,Albury,0.0
2015-02-05,Albury,0.0
2015-02-06,Albury,0.0
2015-02-07,Albury,0.0
2015-02-08,Albury,0.2
2015-02-09,Albury,0.0
2015-02-10,Albury,0.0
2015-02-11,Albury,0.0
2015-02-12,Albury,9.8
2015-02-13,Albury,0.0
2015-02-14,Albury,0.2
2015-02-15,Albury,10.6
2015-02-16,Albury,0.0
2015-02-17,Albury,0.0
2015-02-18,Albury,0.0
2015-02-19,Albury,6.0
2015-02-20,Albury,0.2
2015-02-21,Albury,0.0
2015-02-22,Albury,0.0
2015-02-23,Albury,0.0
2015-02-24,Albury,8.0
2015-02-25,Albury,0.2
2015-02-26,Albury,0.0
2015-02-27,Albury,0.0
2015-02-28,Albury,0.0
2015-03-01,Albury,1.4
2015-03-02,Albury,0.2
2015-03-03,Albury,0.0
2015-03-04,Albury,0.0
2015-03-05,Albury,0.0
2015-03-06,Albury,0.0
2015-03-07,Albury,0.0
2015-03-08,Albury,0.0
2015-03-09,Albury,0.0
2015-03-10,Albury,0.0
2015-03-11,Albury,0.0
2015-03-12,Albury,0.0
2015-03-13,Albury,0.0
2015-03-14,Albury,0.0
2015-03-15,Albury,0.0
2015-03-16,Albury,0.0
2015-03-17,Albury,0.0
2015-03-18,Albury,2.8
2015-03-19,Albury,0.0
2015-03-20,Albury,0.0
2015-03-21,Albury,0.0
2015-03-22,Albury,0.0
2015-03-23,Albury,0.0
2015-03-24,Albury,0.4
2015-03-25,Albury,0.0
2015-03-26,Albury,0.0
2015-03-27,Albury,0.0
2015-03-28,Albury,0.0
2015-03-29,Albury,0.0
2015-03-30,Albury,0.0
2015-03-31,Albury,0.0
2015-04-01,Albury,0.0
2015-04-02,Albury,0.0
2015-04-03,Albury,0.0
2015-04-04,Albury,0.0
2015-04-05,Albury,0.6
2015-04-06,Albury,0.0
2015-04-07,Albury,8.8
2015-04-08,Albury,4.0
2015-04-09,Albury,0.0
2015-04-10,Albury,0.0
2015-04-11,Albury,0.0
2015-04-12,Albury,0.0
2015-04-13,Albury,0.0
2015-04-14,Albury,0.0
2015-04-15,Albury,3.0
2015-04-16,Albury,1.4
2015-04-17,Albury,0.2
2015-04-18,Albury,35.8
2015-04-19,Albury,15.8
2015-04-20,Albury,0.2
2015-04-21,Albury,0.0
2015-04-22,Albury,0.0
2015-04-23,Albury,0.2
2015-04-24,Albury,3.6
2015-04-25,Albury,7.0
2015-04-26,Albury,2.6
2015-04-27,Albury,0.2
2015-04-28,Albury,0.0
2015-04-29,Albury,0.0
2015-04-30,Albury,0.0
2015-05-01,Albury,0.0
2015-05-02,Albury,0.0
2015-05-03,Albury,0.0
2015-05-04,Albury,0.0
2015-05-05,Albury,0.0
2015-05-06,Albury,0.0
2015-05-07,Albury,0.2
2015-05-08,Albury,0.0
2015-05-09,Albury,0.8
2015-05-10,Albury,2.8
2015-05-11,Albury,9.2
2015-05-12,Albury,0.8
2015-05-13,Albury,0.6
2015-05-14,Albury,0.0
2015-05-15,Albury,0.0
2015-05-16,Albury,0.0
2015-05-17,Albury,0.2
2015-05-18,Albury,0.0
2015-05-19,Albury,3.4
2015-05-20,Albury,12.8
2015-05-21,Albury,0.0
2015-05-22,Albury,0.0
2015-05-23,Albury,0.0
2015-05-24,Albury,0.0
2015-05-25,Albury,0.0
2015-05-26,Albury,0.0
2015-05-27,Albury,0.2
2015-05-28,Albury,3.2
2015-05-29,Albury,11.2
2015-05-30,Albury,0.0
2015-05-31,Albury,0.0
2015-06-01,Albury,2.4
2015-06-02,Albury,0.0
2015-06-03,Albury,0.0
2015-06-04,Albury,0.2
2015-06-05,Albury,6.4
2015-06-06,Albury,0.2
2015-06-07,Albury,0.0
2015-06-08,Albury,0.2
2015-06-09,Albury,0.0
2015-06-10,Albury,0.0
2015-06-11,Albury,0.0
2015-06-12,Albury,0.2
2015-06-13,Albury,0.0
2015-06-14,Albury,0.0
2015-06-15,Albury,0.2
2015-06-16,Albury,14.6
2015-06-17,Albury,11.6
2015-06-18,Albury,22.4
2015-06-19,Albury,16.4
2015-06-20,Albury,0.2
2015-06-21,Albury,0.0
2015-06-22,Albury,0.0
2015-06-23,Albury,0.0
2015-06-24,Albury,7.2
2015-06-25,Albury,1.0
2015-06-26,Albury,0.2
2015-06-27,Albury,0.0
2015-06-28,Albury,0.2
2015-06-29,Albury,0.0
2015-06-30,Albury,0.0
2015-07-01,Albury,0.0
2015-07-02,Albury,0.8
2015-07-03,Albury,0.8
2015-07-04,Albury,0.0
2015-07-05,Albury,0.0
2015-07-06,Albury,0.0
2015-07-07,Albury,0.0
2015-07-08,Albury,0.0
2015-07-09,Albury,0.0
2015-07-10,Albury,1.8
2015-07-11,Albury,2.4
2015-07-12,Albury,5.4
2015-07-13,Albury,2.8
2015-07-14,Albury,0.0
2015-07-15,Albury,10.0
2015-07-16,Albury,4.4
2015-07-17,Albury,0.2
2015-07-18,Albury,0.0
2015-07-19,Albury,0.0
2015-07-20,Albury,0.0
2015-07-21,Albury,0.0
2015-07-22,Albury,3.0
2015-07-23,Albury,2.8
2015-07-24,Albury,0.2
2015-07-25,Albury,5.8
2015-07-26,Albury,3.0
2015-07-27,Albury,0.0
2015-07-28,Albury,0.0
2015-07-29,Albury,0.0
2015-07-30,Albury,0.0
2015-07-31,Albury,0.2
2015-08-01,Albury,1.2
2015-08-02,Albury,27.2
2015-08-03,Albury,2.6
2015-08-04,Albury,1.4
2015-08-05,Albury,4.2
2015-08-06,Albury,1.4
2015-08-07,Albury,1.4
2015-08-08,Albury,0.0
2015-08-09,Albury,0.0
2015-08-10,Albury,0.0
2015-08-11,Albury,1.8
2015-08-12,Albury,0.0
2015-08-13,Albury,5.4
2015-08-14,Albury,0.0
2015-08-15,Albury,0.0
2015-08-16,Albury,0.2
2015-08-17,Albury,0.0
2015-08-18,Albury,0.0
2015-08-19,Albury,0.0
2015-08-20,Albury,0.2
2015-08-21,Albury,0.0
2015-08-22,Albury,1.4
2015-08-23,Albury,0.8
2015-08-24,Albury,0.0
2015-08-25,Albury,15.2
2015-08-26,Albury,15.2
2015-08-27,Albury,10.6
2015-08-28,Albury,0.0
2015-08-29,Albury,0.0
2015-08-30,Albury,0.2
2015-08-31,Albury,0.0
2015-09-01,Albury,0.0
2015-09-02,Albury,0.0
2015-09-03,Albury,23.0
2015-09-04,Albury,1.2
2015-09-05,Albury,0.0
2015-09-06,Albury,0.0
2015-09-07,Albury,1.6
2015-09-08,Albury,1.0
2015-09-09,Albury,0.2
2015-09-10,Albury,0.2
2015-09-11,Albury,0.0
2015-09-12,Albury,0.0
2015-09-13,Albury,0.0
2015-09-14,Albury,0.0
2015-09-15,Albury,0.0
2015-09-16,Albury,0.0
2015-09-17,Albury,0.0
2015-09-18,Albury,0.0
2015-09-19,Albury,0.0
2015-09-20,Albury,0.0
2015-09-21,Albury,0.0
2015-09-22,Albury,0.2
2015-09-23,Albury,0.0
2015-09-24,Albury,0.0
2015-09-25,Albury,0.0
2015-09-26,Albury,0.0
2015-09-27,Albury,0.0
2015-09-28,Albury,0.0
2015-09-29,Albury,0.0
2015-09-30,Albury,0.0
2015-10-01,Albury,0.0
2015-10-02,Albury,0.0
2015-10-03,Albury,0.0
2015-10-04,Albury,0.0
2015-10-05,Albury,0.0
2015-10-06,Albury,0.0
2015-10-07,Albury,0.0
2015-10-08,Albury,0.0
2015-10-09,Albury,0.0
2015-10-10,Albury,0.0
2015-10-11,Albury,0.4
2015-10-12,Albury,1.8
2015-10-13,Albury,0.0
2015-10-14,Albury,0.4
2015-10-15,Albury,0.0
2015-10-16,Albury,0.0
2015-10-17,Albury,0.0
2015-10-18,Albury,0.0
2015-10-19,Albury,0.0
2015-10-20,Albury,0.0
2015-10-21,Albury,1.6
2015-10-22,Albury,0.8
2015-10-23,Albury,0.2
2015-10-24,Albury,0.0
2015-10-25,Albury,0.0
2015-10-26,Albury,0.0
2015-10-27,Albury,0.0
2015-10-28,Albury,0.0
2015-10-29,Albury,0.0
2015-10-30,Albury,0.0
2015-10-31,Albury,5.4
2015-11-01,Albury,15.2
2015-11-02,Albury,22.8
2015-11-03,Albury,0.2
2015-11-04,Albury,0.0
2015-11-05,Albury,6.6
2015-11-06,Albury,4.2
2015-11-07,Albury,1.8
2015-11-08,Albury,0.0
2015-11-09,Albury,0.0
2015-11-10,Albury,0.0
2015-11-11,Albury,0.0
2015-11-12,Albury,10.6
2015-11-13,Albury,4.8
2015-11-14,Albury,0.0
2015-11-15,Albury,0.0
2015-11-16,Albury,0.0
2015-11-17,Albury,0.0
2015-11-18,Albury,0.0
2015-11-19,Albury,0.0
2015-11-20,Albury,0.0
2015-11-21,Albury,0.0
2015-11-22,Albury,0.0
2015-11-23,Albury,0.0
2015-11-24,Albury,0.0
2015-11-25,Albury,0.0
2015-11-26,Albury,0.0
2015-11-27,Albury,0.0
2015-11-28,Albury,0.0
2015-11-29,Albury,0.0
2015-11-30,Albury,0.0
2015-12-01,Albury,0.0
2015-12-02,Albury,0.2
2015-12-03,Albury,0.0
2015-12-04,Albury,0.0
2015-12-05,Albury,0.0
2015-12-06,Albury,0.0
2015-12-07,Albury,0.0
2015-12-08,Albury,0.8
2015-12-09,Albury,10.2
2015-12-10,Albury,0.0
2015-12-11,Albury,0.0
2015-12-12,Albury,0.0
2015-12-13,Albury,0.0
2015-12-14,Albury,0.0
2015-12-15,Albury,0.0
2015-12-16,Albury,0.0
2015-12-17,Albury,0.0
2015-12-18,Albury,0.0
2015-12-19,Albury,0.0
2015-12-20,Albury,0.0
2015-12-21,Albury,10.0
2015-12-22,Albury,0.0
2015-12-23,Albury,0.0
2015-12-24,Albury,0.0
2015-12-25,Albury,0.0
2015-12-26,Albury,3.2
2015-12-27,Albury,9.8
2015-12-28,Albury,0.0
2015-12-29,Albury,0.0
2015-12-30,Albury,0.0
2015-12-31,Albury,0.0
2016-01-01,Albury,0.0
2016-01-02,Albury,0.4
2016-01-03,Albury,2.2
2016-01-04,Albury,15.6
2016-01-05,Albury,6.8
2016-01-06,Albury,0.2
2016-01-07,Albury,0.0
2016-01-08,Albury,0.0
2016-01-09,Albury,0.0
2016-01-10,Albury,0.0
2016-01-11,Albury,0.0
2016-01-12,Albury,0.0
2016-01-13,Albury,0.0
2016-01-14,Albury,0.0
2016-01-15,Albury,0.0
2016-01-16,Albury,0.0
2016-01-17,Albury,0.0
2016-01-18,Albury,0.0
2016-01-19,Albury,0.0
2016-01-20,Albury,0.0
2016-01-21,Albury,0.0
2016-01-22,Albury,0.0
2016-01-23,Albury,12.6
2016-01-24,Albury,0.0
2016-01-25,Albury,0.0
2016-01-26,Albury,0.0
2016-01-27,Albury,19.4
2016-01-28,Albury,4.2
2016-01-29,Albury,0.0
2016-01-30,Albury,0.0
2016-01-31,Albury,7.0
2016-02-01,Albury,28.6
2016-02-02,Albury,0.2
2016-02-03,Albury,0.0
2016-02-04,Albury,0.4
2016-02-05,Albury,0.0
2016-02-06,Albury,0.0
2016-02-07,Albury,0.0
2016-02-08,Albury,0.0
2016-02-09,Albury,0.0
2016-02-10,Albury,0.0
2016-02-11,Albury,0.0
2016-02-12,Albury,0.0
2016-02-13,Albury,0.0
2016-02-14,Albury,0.0
2016-02-15,Albury,0.0
2016-02-16,Albury,0.0
2016-02-17,Albury,0.0
2016-02-18,Albury,0.0
2016-02-19,Albury,0.0
2016-02-20,Albury,0.0
2016-02-21,Albury,0.0
2016-02-22,Albury,0.0
2016-02-23,Albury,0.0
2016-02-24,Albury,0.0
2016-02-25,Albury,0.0
2016-02-26,Albury,0.2
2016-02-27,Albury,0.0
2016-02-28,Albury,0.0
2016-02-29,Albury,0.0
2016-03-01,Albury,0.0
2016-03-02,Albury,0.0
2016-03-03,Albury,0.0
2016-03-04,Albury,0.0
2016-03-05,Albury,0.0
2016-03-06,Albury,0.0
2016-03-07,Albury,0.2
2016-03-08,Albury,0.0
2016-03-09,Albury,0.0
2016-03-10,Albury,0.0
2016-03-11,Albury,0.6
2016-03-12,Albury,6.6
2016-03-13,Albury,0.2
2016-03-14,Albury,0.0
2016-03-15,Albury,0.0
2016-03-16,Albury,0.0
2016-03-17,Albury,0.4
2016-03-18,Albury,10.4
2016-03-19,Albury,10.4
2016-03-20,Albury,0.0
2016-03-21,Albury,0.0
2016-03-22,Albury,0.0
2016-03-23,Albury,0.0
2016-03-24,Albury,0.0
2016-03-25,Albury,0.2
2016-03-26,Albury,0.0
2016-03-27,Albury,0.0
2016-03-28,Albury,0.0
2016-03-29,Albury,0.0
2016-03-30,Albury,0.8
2016-03-31,Albury,0.0
2016-04-01,Albury,0.0
2016-04-02,Albury,0.0
2016-04-03,Albury,0.0
2016-04-04,Albury,0.0
2016-04-05,Albury,0.0
2016-04-06,Albury,0.0
2016-04-07,Albury,0.0
2016-04-08,Albury,0.0
2016-04-09,Albury,0.4
2016-04-10,Albury,0.0
2016-04-11,Albury,0.0
2016-04-12,Albury,0.0
2016-04-13,Albury,0.0
2016-04-14,Albury,0.0
2016-04-15,Albury,0.0
2016-04-16,Albury,0.0
2016-04-17,Albury,0.0
2016-04-18,Albury,3.8
2016-04-19,Albury,0.0
2016-04-20,Albury,0.0
2016-04-21,Albury,0.0
2016-04-22,Albury,3.6
2016-04-23,Albury,0.0
2016-04-24,Albury,0.0
2016-04-25,Albury,0.0
2016-04-26,Albury,0.0
2016-04-27,Albury,0.0
2016-04-28,Albury,0.0
2016-04-29,Albury,0.0
2016-04-30,Albury,8.6
2016-05-01,Albury,4.0
2016-05-02,Albury,0.0
2016-05-03,Albury,0.0
2016-05-04,Albury,2.4
2016-05-05,Albury,0.0
2016-05-06,Albury,0.0
2016-05-07,Albury,0.0
2016-05-08,Albury,13.2
2016-05-09,Albury,46.0
2016-05-10,Albury,13.4
2016-05-11,Albury,2.2
2016-05-12,Albury,2.0
2016-05-13,Albury,0.2
2016-05-14,Albury,0.0
2016-05-15,Albury,0.0
2016-05-16,Albury,0.0
2016-05-17,Albury,4.8
2016-05-18,Albury,0.0
2016-05-19,Albury,0.0
2016-05-20,Albury,0.0
2016-05-21,Albury,0.0
2016-05-22,Albury,0.0
2016-05-23,Albury,3.0
2016-05-24,Albury,0.0
2016-05-25,Albury,0.0
2016-05-26,Albury,15.2
2016-05-27,Albury,1.2
2016-05-28,Albury,0.0
2016-05-29,Albury,0.2
2016-05-30,Albury,0.0
2016-05-31,Albury,0.0
2016-06-01,Albury,0.0
2016-06-02,Albury,0.0
2016-06-03,Albury,0.0
2016-06-04,Albury,11.6
2016-06-05,Albury,11.6
2016-06-06,Albury,1.2
2016-06-07,Albury,3.6
2016-06-08,Albury,1.8
2016-06-09,Albury,7.2
2016-06-10,Albury,3.0
2016-06-11,Albury,1.2
2016-06-12,Albury,0.0
2016-06-13,Albury,0.2
2016-06-14,Albury,0.0
2016-06-15,Albury,0.2
2016-06-16,Albury,0.0
2016-06-17,Albury,7.6
2016-06-18,Albury,0.2
2016-06-19,Albury,0.2
2016-06-20,Albury,14.4
2016-06-21,Albury,1.4
2016-06-22,Albury,12.6
2016-06-23,Albury,0.2
2016-06-24,Albury,4.0
2016-06-25,Albury,2.6
2016-06-26,Albury,0.0
2016-06-27,Albury,0.2
2016-06-28,Albury,0.2
2016-06-29,Albury,0.8
2016-06-30,Albury,0.0
2016-07-01,Albury,11.4
2016-07-02,Albury,0.4
2016-07-03,Albury,0.2
2016-07-04,Albury,0.2
2016-07-05,Albury,1.0
2016-07-06,Albury,7.6
2016-07-07,Albury,0.0
2016-07-08,Albury,0.2
2016-07-09,Albury,2.0
2016-07-10,Albury,0.0
2016-07-11,Albury,16.6
2016-07-12,Albury,0.4
2016-07-13,Albury,9.6
2016-07-14,Albury,0.2
2016-07-15,Albury,0.0
2016-07-16,Albury,0.2
2016-07-17,Albury,0.0
2016-07-18,Albury,0.0
2016-07-19,Albury,5.0
2016-07-20,Albury,0.0
2016-07-21,Albury,0.4
2016-07-22,Albury,6.8
2016-07-23,Albury,24.2
2016-07-24,Albury,0.6
2016-07-25,Albury,12.0
2016-07-26,Albury,4.0
2016-07-27,Albury,10.6
2016-07-28,Albury,0.0
2016-07-29,Albury,0.8
2016-07-30,Albury,0.2
2016-07-31,Albury,2.2
2016-08-01,Albury,3.8
2016-08-02,Albury,21.0
2016-08-03,Albury,0.0
2016-08-04,Albury,0.2
2016-08-05,Albury,0.0
2016-08-06,Albury,0.0
2016-08-07,Albury,0.2
2016-08-08,Albury,0.0
2016-08-09,Albury,0.0
2016-08-10,Albury,2.6
2016-08-11,Albury,0.2
2016-08-12,Albury,0.0
2016-08-13,Albury,0.6
2016-08-14,Albury,0.2
2016-08-15,Albury,0.0
2016-08-16,Albury,0.0
2016-08-17,Albury,0.0
2016-08-18,Albury,0.0
2016-08-19,Albury,0.0
2016-08-20,Albury,11.0
2016-08-21,Albury,1.0
2016-08-22,Albury,0.2
2016-08-23,Albury,11.0
2016-08-24,Albury,0.0
2016-08-25,Albury,0.2
2016-08-26,Albury,0.0
2016-08-27,Albury,0.2
2016-08-28,Albury,0.0
2016-08-29,Albury,0.0
2016-08-30,Albury,0.0
2016-08-31,Albury,22.0
2016-09-01,Albury,0.4
2016-09-02,Albury,0.2
2016-09-03,Albury,33.6
2016-09-04,Albury,0.6
2016-09-05,Albury,0.0
2016-09-06,Albury,0.0
2016-09-07,Albury,0.0
2016-09-08,Albury,0.0
2016-09-09,Albury,4.0
2016-09-10,Albury,17.0
2016-09-11,Albury,0.2
2016-09-12,Albury,0.0
2016-09-13,Albury,0.0
2016-09-14,Albury,8.6
2016-09-15,Albury,10.8
2016-09-16,Albury,0.4
2016-09-17,Albury,0.6
2016-09-18,Albury,1.2
2016-09-19,Albury,7.4
2016-09-20,Albury,0.0
2016-09-21,Albury,12.8
2016-09-22,Albury,0.0
2016-09-23,Albury,0.0
2016-09-24,Albury,0.0
2016-09-25,Albury,3.0
2016-09-26,Albury,0.0
2016-09-27,Albury,2.8
2016-09-28,Albury,1.8
2016-09-29,Albury,20.6
2016-09-30,Albury,16.2
2016-10-01,Albury,9.0
2016-10-02,Albury,0.8
2016-10-03,Albury,12.4
2016-10-04,Albury,8.6
2016-10-05,Albury,7.8
2016-10-06,Albury,0.0
2016-10-07,Albury,0.0
2016-10-08,Albury,0.0
2016-10-09,Albury,0.0
2016-10-10,Albury,6.6
2016-10-11,Albury,0.6
2016-10-12,Albury,0.2
2016-10-13,Albury,0.2
2016-10-14,Albury,0.0
2016-10-15,Albury,0.0
2016-10-16,Albury,0.0
2016-10-17,Albury,9.6
2016-10-18,Albury,0.8
2016-10-19,Albury,2.6
2016-10-20,Albury,0.2
2016-10-21,Albury,0.0
2016-10-22,Albury,1.0
2016-10-23,Albury,0.0
2016-10-24,Albury,0.0
2016-10-25,Albury,0.0
2016-10-26,Albury,0.0
2016-10-27,Albury,0.0
2016-10-28,Albury,0.0
2016-10-29,Albury,0.0
2016-10-30,Albury,0.0
2016-10-31,Albury,1.0
2016-11-01,Albury,0.0
2016-11-02,Albury,0.0
2016-11-03,Albury,0.0
2016-11-04,Albury,0.0
2016-11-05,Albury,0.0
2016-11-06,Albury,0.0
2016-11-07,Albury,0.0
2016-11-08,Albury,0.0
2016-11-09,Albury,0.0
2016-11-10,Albury,0.0
2016-11-11,Albury,0.0
2016-11-12,Albury,8.0
2016-11-13,Albury,1.8
2016-11-14,Albury,18.8
2016-11-15,Albury,0.8
2016-11-16,Albury,0.0
2016-11-17,Albury,0.0
2016-11-18,Albury,0.0
2016-11-19,Albury,0.0
2016-11-20,Albury,0.0
2016-11-21,Albury,0.8
2016-11-22,Albury,0.0
2016-11-23,Albury,19.2
2016-11-24,Albury,0.2
2016-11-25,Albury,0.0
2016-11-26,Albury,0.0
2016-11-27,Albury,0.0
2016-11-28,Albury,0.0
2016-11-29,Albury,0.0
2016-11-30,Albury,0.0
2016-12-01,Albury,0.0
2016-12-02,Albury,0.0
2016-12-03,Albury,0.0
2016-12-04,Albury,0.0
2016-12-05,Albury,0.0
2016-12-06,Albury,0.0
2016-12-07,Albury,0.0
2016-12-08,Albury,0.0
2016-12-09,Albury,1.0
2016-12-10,Albury,0.0
2016-12-11,Albury,0.0
2016-12-12,Albury,0.0
2016-12-13,Albury,0.0
2016-12-14,Albury,0.4
2016-12-15,Albury,0.0
2016-12-16,Albury,5.2
2016-12-17,Albury,0.0
2016-12-18,Albury,0.0
2016-12-19,Albury,0.0
2016-12-20,Albury,0.0
2016-12-21,Albury,1.2
2016-12-22,Albury,0.0
2016-12-23,Albury,0.0
2016-12-24,Albury,0.0
2016-12-25,Albury,1.6
2016-12-26,Albury,0.0
2016-12-27,Albury,2.0
2016-12-28,Albury,0.0
2016-12-29,Albury,3.8
2016-12-30,Albury,3.2
2016-12-31,Albury,4.4
2017-01-01,Albury,0.0
2017-01-02,Albury,0.0
2017-01-03,Albury,0.0
2017-01-04,Albury,0.0
2017-01-05,Albury,0.0
2017-01-06,Albury,0.0
2017-01-07,Albury,0.0
2017-01-08,Albury,0.0
2017-01-09,Albury,0.0
2017-01-10,Albury,10.6
2017-01-11,Albury,0.0
2017-01-12,Albury,0.0
2017-01-13,Albury,0.0
2017-01-14,Albury,14.2
2017-01-15,Albury,0.0
2017-01-16,Albury,0.0
2017-01-17,Albury,0.0
2017-01-18,Albury,0.0
2017-01-19,Albury,0.0
2017-01-20,Albury,18.0
2017-01-21,Albury,2.6
2017-01-22,Albury,0.0
2017-01-23,Albury,0.0
2017-01-24,Albury,0.0
2017-01-25,Albury,0.0
2017-01-26,Albury,0.0
2017-01-27,Albury,0.0
2017-01-28,Albury,0.0
2017-01-29,Albury,0.0
2017-01-30,Albury,0.0
2017-01-31,Albury,0.0
2017-02-01,Albury,0.0
2017-02-02,Albury,0.0
2017-02-03,Albury,0.0
2017-02-04,Albury,0.0
2017-02-05,Albury,0.0
2017-02-06,Albury,3.4
2017-02-07,Albury,5.2
2017-02-08,Albury,0.0
2017-02-09,Albury,0.0
2017-02-10,Albury,0.0
2017-02-11,Albury,0.0
2017-02-12,Albury,1.4
2017-02-13,Albury,1.0
2017-02-14,Albury,0.0
2017-02-15,Albury,0.0
2017-02-16,Albury,0.0
2017-02-17,Albury,0.0
2017-02-18,Albury,1.0
2017-02-19,Albury,0.0
2017-02-20,Albury,
2017-02-21,Albury,0.0
2017-02-22,Albury,0.0
2017-02-23,Albury,0.0
2017-02-24,Albury,0.0
2017-02-25,Albury,0.0
2017-02-26,Albury,0.0
2017-02-27,Albury,0.0
2017-02-28,Albury,0.0
2017-03-01,Albury,0.0
2017-03-02,Albury,0.0
2017-03-03,Albury,0.0
2017-03-04,Albury,0.0
2017-03-05,Albury,0.0
2017-03-06,Albury,0.0
2017-03-07,Albury,0.0
2017-03-08,Albury,0.0
2017-03-09,Albury,0.0
2017-03-10,Albury,0.0
2017-03-11,Albury,0.0
2017-03-12,Albury,0.0
2017-03-13,Albury,
2017-03-14,Albury,0.0
2017-03-15,Albury,0.0
2017-03-16,Albury,0.0
2017-03-17,Albury,0.0
2017-03-18,Albury,0.0
2017-03-19,Albury,0.0
2017-03-20,Albury,0.0
2017-03-21,Albury,
2017-03-22,Albury,
2017-03-23,Albury,
2017-03-24,Albury,0.0
2017-03-25,Albury,0.0
2017-03-26,Albury,0.2
2017-03-27,Albury,0.0
2017-03-28,Albury,3.2
2017-03-29,Albury,0.2
2017-03-30,Albury,0.0
2017-03-31,Albury,0.0
2017-04-01,Albury,0.0
2017-04-02,Albury,0.0
2017-04-03,Albury,0.0
2017-04-04,Albury,0.0
2017-04-05,Albury,0.0
2017-04-06,Albury,0.0
2017-04-07,Albury,0.0
2017-04-08,Albury,0.0
2017-04-09,Albury,1.8
2017-04-10,Albury,10.8
2017-04-11,Albury,0.2
2017-04-12,Albury,0.0
2017-04-13,Albury,0.0
2017-04-14,Albury,0.0
2017-04-15,Albury,0.0
2017-04-16,Albury,0.0
2017-04-17,Albury,0.0
2017-04-18,Albury,0.0
2017-04-19,Albury,0.0
2017-04-20,Albury,0.0
2017-04-21,Albury,1.0
2017-04-22,Albury,17.2
2017-04-23,Albury,0.6
2017-04-24,Albury,0.0
2017-04-25,Albury,9.6
2017-04-26,Albury,31.2
2017-04-27,Albury,0.2
2017-04-28,Albury,0.0
2017-04-29,Albury,0.0
2017-04-30,Albury,0.0
2017-05-01,Albury,0.0
2017-05-02,Albury,0.0
2017-05-03,Albury,0.0
2017-05-04,Albury,0.0
2017-05-05,Albury,0.0
2017-05-06,Albury,0.0
2017-05-07,Albury,0.0
2017-05-08,Albury,0.0
2017-05-09,Albury,0.0
2017-05-10,Albury,0.0
2017-05-11,Albury,0.0
2017-05-12,Albury,0.0
2017-05-13,Albury,0.0
2017-05-14,Albury,0.0
2017-05-15,Albury,0.0
2017-05-16,Albury,0.0
2017-05-17,Albury,0.0
2017-05-18,Albury,0.0
2017-05-19,Albury,0.0
2017-05-20,Albury,18.6
2017-05-21,Albury,0.2
2017-05-22,Albury,0.2
2017-05-23,Albury,0.0
2017-05-24,Albury,6.2
2017-05-25,Albury,0.2
2017-05-26,Albury,0.0
2017-05-27,Albury,0.0
2017-05-28,Albury,7.0
2017-05-29,Albury,7.4
2017-05-30,Albury,0.4
2017-05-31,Albury,5.2
2017-06-01,Albury,0.0
2017-06-02,Albury,0.2
2017-06-03,Albury,0.0
2017-06-04,Albury,0.0
2017-06-05,Albury,0.2
2017-06-06,Albury,4.2
2017-06-07,Albury,0.0
2017-06-08,Albury,0.0
2017-06-09,Albury,0.0
2017-06-10,Albury,0.0
2017-06-11,Albury,0.0
2017-06-12,Albury,0.2
2017-06-13,Albury,0.2
2017-06-14,Albury,0.2
2017-06-15,Albury,0.0
2017-06-16,Albury,0.2
2017-06-17,Albury,0.0
2017-06-18,Albury,0.0
2017-06-19,Albury,0.0
2017-06-20,Albury,0.2
2017-06-21,Albury,0.4
2017-06-22,Albury,0.0
2017-06-23,Albury,0.0
2017-06-24,Albury,0.2
2017-06-25,Albury,0.0
2009-01-01,Cobar,0.0
2009-01-02,Cobar,0.0
2009-01-03,Cobar,0.0
2009-01-04,Cobar,0.0
2009-01-05,Cobar,0.0
